2	4	4	2	3	3	4	3	4	3	2	3	2	3	3	2	4	3	4	3	3	4	3	3	4	3	2	2	1	38
2	3	4	3	3	4	4	2	2	4	1	2	4	3	2	2	5	2	2	4	4	3	1	1	3	4	1	2	1	33
2	1	1	5	1	4	2	5	3	5	3	4	3	1	5	5	1	5	1	3	1	2	3	3	1	1	3	2	2	44
2	4	4	3	4	3	4	2	4	3	2	4	2	4	3	3	4	3	4	2	4	2	2	2	2	4	2	2	2	35
2	4	3	5	2	1	1	3	2	4	3	4	3	1	4	5	2	3	2	1	2	2	4	5	1	1	4	2	2	44
2	5	5	4	3	2	4	3	4	2	3	4	2	4	2	4	3	3	4	2	3	4	2	2	4	4	2	2	1	29
2	5	3	3	3	2	4	3	3	2	3	4	3	2	4	3	5	2	3	3	2	4	2	2	2	4	2	2	1	38
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	41
2	5	5	5	5	3	5	4	5	4	1	2	2	5	4	5	5	4	5	1	5	2	4	3	5	5	5	2	2	34
2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	41
2	5	5	1	5	1	5	1	5	1	1	5	1	5	1	1	3	1	5	1	5	5	1	2	5	5	2	2	1	25
2	5	2	4	3	2	4	2	4	3	3	3	2	3	3	4	3	3	4	3	3	3	3	3	3	3	3	2	1	40
2	3	4	4	3	3	3	2	2	4	2	2	3	1	3	1	2	3	4	3	2	2	2	3	2	4	3	2	2	37
2	2	1	2	1	2	2	1	1	5	1	1	2	3	5	3	1	3	3	3	3	2	3	5	1	1	4	2	2	44
2	3	4	5	5	4	3	5	5	5	4	4	3	3	4	4	3	4	4	4	2	5	2	4	2	2	4	2	2	33
2	1	2	3	2	1	1	3	1	2	2	1	2	3	2	1	1	3	2	2	2	2	3	2	1	3	3	2	2	34
2	3	1	2	1	2	1	2	2	2	3	2	5	2	3	3	1	3	1	3	1	2	3	3	1	1	3	2	1	41
2	5	5	5	5	3	3	2	5	4	4	1	2	5	4	5	1	3	5	3	3	4	3	4	3	3	3	2	1	30
2	4	3	5	2	5	2	3	1	5	3	1	3	1	5	5	1	5	1	5	2	2	5	5	1	1	5	2	1	43
2	5	5	3	4	3	5	2	4	2	2	4	3	4	3	2	4	3	3	3	2	3	1	2	3	5	2	2	1	28
2	2	1	4	1	3	1	1	3	4	3	5	2	2	4	1	2	5	1	2	1	2	1	4	1	1	4	2	2	42
2	4	3	3	4	4	3	4	4	3	4	4	4	4	4	4	5	3	4	3	4	3	3	4	3	4	4	2	1	42
2	5	5	3	5	1	5	2	4	2	2	4	2	4	3	2	5	2	5	2	2	3	2	1	4	4	2	2	1	31
2	4	3	3	3	1	3	2	4	3	2	2	2	3	4	2	2	3	3	2	1	4	1	2	1	3	2	2	2	32
2	4	4	4	2	3	4	4	3	3	3	2	4	3	4	3	3	3	3	3	4	3	3	3	3	4	3	2	1	33
2	2	1	1	1	1	2	4	3	4	4	1	4	1	3	4	1	4	1	4	1	2	4	4	1	1	4	2	2	48
2	3	1	5	1	2	1	1	1	5	1	1	3	1	5	5	1	5	1	1	1	1	4	5	1	1	5	2	2	49
2	1	1	2	2	5	2	1	1	1	1	2	2	5	5	3	3	4	3	3	2	1	1	2	5	2	3	2	2	42
2	4	4	4	3	2	4	4	4	4	4	3	2	2	4	3	4	4	4	1	3	3	3	4	4	4	2	2	2	45
2	5	4	3	5	2	5	3	3	3	2	4	2	4	3	2	4	2	4	3	2	2	2	2	2	4	2	2	1	32
2	5	1	4	4	4	3	4	4	2	4	1	2	3	1	3	1	2	4	1	4	3	4	3	3	5	2	2	1	41
2	4	4	4	3	2	4	4	4	3	4	3	2	4	4	3	4	2	4	2	3	3	2	2	3	4	2	2	2	33
2	4	2	3	1	2	1	1	3	4	1	2	1	3	2	1	3	4	3	2	3	3	2	3	1	4	2	2	2	41
2	2	1	4	1	1	1	1	1	4	3	1	4	1	4	4	1	4	1	3	2	3	4	4	1	1	3	2	2	46
2	5	2	3	1	3	2	1	5	5	1	3	3	1	5	2	2	5	1	3	2	2	5	2	1	5	2	2	2	45
2	2	1	3	1	4	2	4	1	4	4	1	4	1	4	4	1	4	1	4	2	4	4	3	1	1	4	2	2	43
2	4	4	3	3	2	5	2	3	2	3	2	2	3	2	2	4	2	3	2	4	4	2	2	3	3	2	2	1	32
2	4	4	2	1	3	3	1	4	2	1	4	2	4	2	1	5	1	4	2	2	4	1	1	4	4	1	2	1	31
2	3	2	2	2	2	1	3	1	4	5	2	3	1	3	1	2	4	1	3	1	1	3	3	1	1	4	2	1	48
2	4	2	4	2	5	3	4	4	4	4	3	3	1	3	3	1	3	1	4	2	4	4	3	1	2	3	2	2	37
2	5	5	3	5	1	5	3	5	1	1	5	1	1	5	3	5	3	3	1	4	4	4	1	1	2	1	2	1	33
2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	1	2	1	37
2	5	3	4	3	1	4	2	5	5	2	4	1	4	5	4	3	4	3	1	2	4	2	2	1	2	2	2	1	34
2	5	4	4	3	5	5	5	4	4	5	4	5	5	5	3	4	4	3	4	3	3	4	5	5	5	4	2	2	36
2	2	1	3	1	4	2	1	3	4	1	2	4	1	5	4	2	5	1	4	1	4	5	5	1	1	5	2	2	44
2	5	5	5	5	4	5	5	5	4	5	5	5	5	4	4	5	4	5	4	5	4	5	1	5	5	4	2	1	30
2	4	1	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	39
2	4	1	4	1	4	1	2	4	4	2	1	3	1	4	1	3	5	1	4	1	2	5	4	1	1	4	2	2	45
2	4	5	4	3	2	5	5	3	5	3	5	2	5	3	4	3	2	5	1	3	4	4	3	5	3	4	2	2	30
2	4	2	4	2	4	2	4	1	4	4	2	4	2	4	4	3	3	3	4	3	1	3	3	1	1	3	2	1	45
2	4	1	1	2	3	1	1	2	2	1	1	2	1	3	1	1	4	1	2	1	2	3	3	2	1	2	2	2	47
2	4	2	4	4	4	3	5	2	5	4	1	4	2	4	5	1	5	2	5	1	3	4	5	1	4	5	2	2	43
2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	38
2	4	3	4	2	3	2	3	4	3	3	3	2	2	4	3	4	4	2	2	2	3	3	3	2	2	3	2	2	41
2	5	5	5	4	2	3	2	5	4	1	3	1	2	4	4	5	4	2	2	2	4	2	1	2	1	4	2	2	31
2	4	2	2	3	3	3	4	1	4	1	2	2	2	3	3	3	3	3	3	2	2	3	3	2	2	4	2	2	44
2	5	4	2	4	4	5	2	4	4	4	4	3	4	5	4	5	3	5	4	3	3	3	3	4	2	3	2	2	42
2	2	2	3	2	2	3	3	2	4	2	2	4	2	3	2	2	4	3	4	4	4	4	3	3	3	3	2	2	39
2	5	1	1	1	5	1	1	4	4	1	1	5	4	5	5	5	5	5	5	5	5	5	5	1	1	5	2	2	49
2	5	5	3	3	4	5	5	4	3	4	5	3	5	3	4	4	3	5	3	3	5	1	2	3	5	3	2	1	28
2	2	2	3	1	1	1	1	1	3	1	1	2	2	3	2	1	3	1	2	1	2	2	3	2	1	3	2	2	38
2	4	3	4	3	3	2	3	4	5	4	4	4	3	4	5	2	4	2	3	1	2	3	2	3	3	3	2	2	41
2	5	5	4	5	5	4	4	5	3	3	2	4	5	2	5	4	4	4	3	4	5	3	3	4	4	4	2	2	29
2	4	1	4	1	3	2	2	1	4	3	2	2	2	4	4	1	3	2	4	1	2	4	4	1	1	4	2	2	43
2	3	2	5	1	1	1	1	1	3	1	1	1	1	5	3	1	3	1	1	1	3	1	1	1	1	5	2	2	33
2	5	2	2	1	2	2	2	1	2	2	2	4	2	5	2	1	4	1	4	2	2	3	4	4	4	4	2	2	43
2	2	2	2	1	3	2	3	2	4	3	2	2	1	5	4	1	3	2	4	1	2	3	2	1	1	3	2	2	44
2	4	1	2	1	3	1	1	1	1	1	1	3	1	2	2	1	4	1	3	4	1	2	3	1	1	3	2	1	43
2	5	3	4	3	4	4	1	3	2	4	4	3	5	4	3	4	3	4	4	4	1	3	2	2	2	3	2	2	33
2	5	2	2	1	1	2	3	3	4	1	1	2	2	5	2	4	4	3	2	3	2	1	2	1	1	1	2	2	46
2	5	4	3	2	3	4	2	3	2	2	4	2	4	3	2	4	2	5	2	3	3	2	2	3	4	2	2	1	32
2	5	1	4	5	2	1	5	2	4	4	4	2	5	4	2	5	4	5	2	2	4	4	2	4	5	5	2	1	45
2	4	3	3	3	2	3	3	4	3	3	2	4	4	3	3	2	3	3	4	3	4	3	3	2	3	4	2	1	30
2	2	2	3	1	3	3	2	1	5	5	4	5	1	5	5	2	5	1	5	1	1	2	3	1	1	1	2	2	50
2	2	2	3	1	2	3	2	2	4	4	1	3	3	3	2	3	3	3	3	1	3	3	2	2	2	2	2	2	40
2	1	2	3	1	2	1	3	3	3	2	1	2	3	3	3	2	3	3	3	1	1	4	3	1	1	3	2	2	40
2	5	1	4	1	1	1	2	3	3	3	1	3	1	3	3	2	3	2	2	1	3	3	4	2	1	1	2	1	48
2	3	5	5	1	3	2	3	3	3	5	2	2	2	5	5	2	4	3	3	4	3	3	5	1	5	3	2	2	38
2	5	1	3	2	1	1	2	1	3	3	2	2	2	3	3	2	3	2	2	1	3	2	3	1	1	4	2	2	43
2	4	2	1	2	1	1	1	2	4	1	3	3	1	4	1	4	4	1	1	1	4	3	1	1	1	1	2	2	47
2	5	2	3	1	3	2	4	5	4	3	2	3	1	3	2	3	3	2	3	1	2	3	2	1	1	2	2	2	42
2	2	2	5	1	3	1	3	3	4	1	1	3	1	4	4	1	2	2	3	1	1	3	4	1	1	3	2	2	39
2	5	2	3	2	3	4	2	3	4	2	5	4	1	4	1	2	2	2	4	4	4	4	1	3	3	2	2	2	36
2	1	1	1	1	1	1	1	1	4	1	2	3	2	5	5	1	4	1	3	1	1	1	5	1	2	5	2	2	49
2	5	4	5	1	3	3	1	1	4	1	2	1	3	5	2	4	4	2	1	1	3	3	1	2	3	2	2	2	35
2	3	2	3	2	4	2	4	3	4	3	3	4	2	4	4	2	4	2	4	2	2	3	3	2	2	4	2	1	42
2	3	4	5	4	4	4	4	3	4	4	4	4	3	5	4	4	4	3	2	4	3	5	2	3	3	4	2	2	36
2	5	5	2	5	5	5	2	5	4	1	5	1	5	4	4	3	2	4	2	3	5	1	1	5	5	2	2	1	29
2	2	1	1	1	2	1	1	1	3	1	1	4	2	4	2	1	3	2	1	2	1	4	3	1	1	1	2	2	48
2	3	1	4	1	4	1	1	4	4	2	2	4	2	4	4	2	4	4	4	2	2	4	4	1	1	4	2	1	44
2	3	1	4	1	2	1	1	1	4	3	1	2	1	3	3	1	3	1	2	1	3	3	3	1	1	3	2	2	44
2	5	2	4	1	3	2	3	2	4	1	1	3	3	4	3	3	4	2	3	3	3	4	3	2	3	2	2	1	41
2	5	1	1	1	5	1	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	1	1	4	2	1	53
2	3	3	3	4	4	4	3	2	3	2	3	3	1	2	3	4	3	3	3	4	1	2	2	4	4	4	2	1	43
2	2	2	3	2	4	2	4	2	2	1	1	3	1	4	3	2	4	2	4	2	2	3	3	1	1	3	2	1	40
2	4	3	3	2	4	3	2	3	3	2	3	3	2	2	2	4	3	4	3	2	2	3	3	2	2	3	2	1	40
2	5	3	4	1	1	1	2	5	2	2	2	1	4	3	4	4	3	5	2	4	4	2	2	1	2	2	2	2	34
2	5	5	4	1	3	1	1	1	2	4	3	4	1	4	5	2	4	2	2	1	4	4	4	3	4	4	2	2	41
2	5	1	4	1	5	3	5	3	4	1	1	1	1	5	5	3	4	4	1	3	5	5	2	2	1	3	2	1	46
2	2	2	4	1	4	2	3	2	4	4	2	3	1	4	3	2	4	2	4	2	3	4	4	1	2	3	2	1	44
2	3	2	4	1	4	1	3	2	3	2	2	4	2	4	4	2	4	2	4	2	3	4	4	1	1	4	2	1	39
2	4	1	3	1	2	1	3	3	4	3	2	2	1	3	3	2	3	1	1	1	1	2	2	1	1	2	2	2	48
2	2	1	3	1	1	2	2	1	3	2	1	1	2	3	2	2	2	3	2	2	1	2	2	1	2	2	2	1	43
2	4	4	3	4	3	3	4	5	3	3	3	2	4	3	3	4	2	4	2	4	2	3	3	2	3	4	2	1	34
2	4	1	3	1	1	1	1	2	2	1	1	2	1	3	3	1	2	1	2	1	2	2	2	1	1	1	2	1	42
2	5	2	5	1	3	3	1	3	4	3	3	3	1	5	1	2	4	3	3	2	2	3	2	2	3	2	2	2	40
2	3	4	4	2	2	3	2	2	4	2	2	3	4	4	3	3	3	4	4	3	2	2	2	2	3	3	2	1	31
2	4	1	5	2	4	3	3	1	4	5	2	4	1	4	4	2	3	2	4	2	2	3	3	1	2	3	2	1	45
2	3	1	3	2	2	1	1	1	1	1	1	2	1	3	3	1	3	2	2	1	1	2	3	1	1	2	2	2	44
2	3	2	3	3	1	1	2	4	2	2	2	2	4	2	3	3	2	4	3	4	4	3	3	3	2	3	2	1	36
2	4	1	2	2	3	1	1	2	4	1	2	1	3	4	3	4	5	2	3	2	3	2	3	2	2	2	2	2	51
2	4	2	5	3	1	4	5	4	4	5	3	2	4	4	5	3	4	4	2	2	4	4	3	2	4	3	2	1	39
2	5	3	5	5	2	5	3	5	3	3	5	4	5	2	2	5	2	5	2	5	3	2	2	4	4	2	2	1	30
2	5	5	3	5	1	5	1	4	2	1	5	1	5	3	2	5	1	5	1	1	4	1	1	3	5	1	2	2	26
2	3	2	4	1	2	1	2	1	2	3	1	3	1	4	4	2	4	3	3	1	3	1	3	1	1	3	2	2	42
2	3	2	3	3	4	3	3	2	3	2	2	5	2	4	4	2	4	3	5	3	2	4	4	2	1	3	2	2	42
2	2	1	4	1	3	1	3	1	3	3	1	1	1	3	2	1	5	2	1	1	1	1	5	1	1	4	2	2	47
2	3	2	4	4	4	3	5	3	3	3	3	4	4	5	5	3	3	4	5	4	4	4	4	3	2	5	2	2	36
2	5	4	2	4	3	4	1	4	3	3	4	2	4	3	1	5	3	5	2	4	4	2	1	4	4	2	2	1	37
2	4	1	3	1	3	2	2	3	4	2	2	4	1	4	3	4	4	2	2	2	2	4	3	2	1	3	2	2	50
2	3	4	4	2	4	2	3	3	5	2	2	3	3	4	4	3	3	2	3	2	2	4	4	2	2	5	2	1	36
2	4	2	3	3	2	3	3	3	3	3	3	2	2	2	3	3	2	2	2	4	2	2	2	2	3	2	2	1	41
2	4	4	3	2	2	4	3	4	4	2	4	2	2	4	3	4	4	2	2	3	4	4	2	2	2	3	2	2	36
2	3	1	4	2	4	1	1	1	4	4	3	5	1	5	5	1	4	1	4	3	2	4	4	1	3	3	2	1	49
2	1	2	5	1	5	1	5	1	3	5	2	5	1	4	5	1	5	2	5	3	1	3	5	1	1	5	2	1	43
2	4	4	5	5	3	3	3	5	2	3	5	4	5	2	3	3	3	5	3	5	5	2	2	3	5	1	2	1	26
2	4	2	4	4	4	2	3	4	5	4	2	2	4	3	2	3	4	2	4	2	3	1	2	1	1	3	2	2	36
2	3	3	2	4	2	4	3	1	3	1	2	2	5	3	2	4	3	5	2	5	2	1	2	3	4	2	2	2	61
2	5	3	2	2	3	2	4	3	2	3	4	3	1	2	4	5	4	2	3	2	2	3	2	2	1	3	2	1	21
2	5	2	4	1	3	2	3	4	3	3	3	3	2	4	4	2	2	2	3	2	2	3	2	1	1	3	2	1	26
2	3	3	4	3	2	2	4	3	3	3	4	2	3	4	4	3	2	2	2	3	3	2	2	4	3	2	2	2	41
2	4	1	3	1	2	3	2	1	4	5	4	4	1	4	4	2	5	1	4	2	2	4	2	1	2	4	2	2	46
2	1	1	2	1	2	2	1	1	3	1	1	1	1	2	2	1	2	2	1	1	3	1	3	1	1	1	2	2	64
2	4	1	4	2	5	3	1	4	5	3	4	1	2	4	4	5	4	3	1	1	3	2	3	1	3	2	2	1	71
2	4	4	4	4	2	4	4	3	3	3	1	1	5	5	4	3	3	5	2	2	3	2	3	3	3	3	2	1	49
2	2	1	2	2	3	2	2	2	3	2	2	3	2	2	3	1	2	2	3	1	3	3	3	2	2	3	2	1	25
2	5	5	2	5	1	5	1	5	2	1	5	1	5	2	1	5	2	5	1	5	5	1	2	2	5	1	2	1	23
2	4	1	4	2	3	3	3	4	4	3	4	3	1	4	4	1	4	3	3	1	3	3	3	2	4	4	2	2	38
